area,target_cost_key,target_cost_label,target_prior_category,predictor_cost_key,predictor_cost_label,predictor_prior_category,n_obs,start_year,end_year,posterior_mean,posterior_median,ci_2_5,ci_97_5,interpretation
Breedekloof,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,vineyards,Vineyards,Vineyard Repair,13,2013,2025,0.60069059219897,0.60173679806092,0.135938901047094,1.07002086568256,Likely positive association
Paarl,herbicide_control,Herbicide Control,Herbacide Cost,supervision,Supervision,Management,11,2013,2025,0.542385202960034,0.541630026113689,0.11988848376893,0.967963261181068,Likely positive association
Paarl,supervision,Supervision,Management,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.548265490371579,0.550099446532787,0.165203428025125,0.929961222766425,Likely positive association
Worcester,crop_protection,Crop Protection,Pestacide cost,repair_parts_maintenance,"Repair, Parts & Maintenance",Repairs,13,2013,2025,0.673708758308552,0.67159996396757,0.232795805015106,1.12071792927759,Likely positive association
Worcester,repair_parts_maintenance,"Repair, Parts & Maintenance",Repairs,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.665422702399481,0.663829051666523,0.2240056765329,1.12030242569969,Likely positive association
Swartland,fuel,Fuel,Fuel,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.643194435410995,0.643114201079047,0.168690238598792,1.11496979232957,Likely positive association
Swartland,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,fuel,Fuel,Fuel,13,2013,2025,0.568400296232836,0.570616492858679,0.111782456800286,1.01904454943435,Likely positive association
Worcester,herbicide_control,Herbicide Control,Herbacide Cost,repair_parts_maintenance,"Repair, Parts & Maintenance",Repairs,11,2013,2025,0.661773544349952,0.663395972631786,0.183851646373113,1.13753592979181,Likely positive association
Worcester,repair_parts_maintenance,"Repair, Parts & Maintenance",Repairs,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.653712351600216,0.650785382929795,0.179612413165029,1.13133952133171,Likely positive association
Klein Karoo,herbicide_control,Herbicide Control,Herbacide Cost,water_costs,Water Costs,Irrigation,11,2013,2025,0.377917718370764,0.378879803979722,0.0902408962216741,0.663132215660556,Likely positive association
Robertson,herbicide_control,Herbicide Control,Herbacide Cost,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,11,2013,2025,0.675737516479856,0.677697175944731,0.207299182935426,1.13806158694596,Likely positive association
Robertson,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.668538856999874,0.667646248207364,0.195276508519357,1.15154357555427,Likely positive association
Olifants River,herbicide_control,Herbicide Control,Herbacide Cost,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,11,2013,2025,0.556997489234107,0.55632243205968,0.133794222968947,0.986597599482868,Likely positive association
Olifants River,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.560851166873772,0.561302448339519,0.172460464604421,0.948673409664641,Likely positive association
Paarl,supervision,Supervision,Management,repairs_and_maintenance,Repairs And Maintenance,Repairs,13,2013,2025,0.65566233235943,0.652764108831939,0.198252578901945,1.13091107951095,Likely positive association
Paarl,herbicide_control,Herbicide Control,Herbacide Cost,repairs_and_maintenance,Repairs And Maintenance,Repairs,11,2013,2025,0.704268167843871,0.703599602343861,0.226901909464888,1.17936125086021,Likely positive association
Paarl,repairs_and_maintenance,Repairs And Maintenance,Repairs,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.688819862833396,0.685464747592366,0.207850798833626,1.16311779527675,Likely positive association
Cape South Coast,fuel,Fuel,Fuel,organic_material,Organic Material,Organic fertilizer cost,6,2013,2018,0.662040643396026,0.66512859323868,0.182890174434845,1.12678620255552,Likely positive association
Paarl,crop_protection,Crop Protection,Pestacide cost,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.635863106245502,0.634831015756527,0.231933637174411,1.0388009756401,Likely positive association
Paarl,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.631307226285755,0.630933869248703,0.254973787820175,0.99622200190413,Likely positive association
Cape South Coast,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,organic_material,Organic Material,Organic fertilizer cost,6,2013,2018,0.392494769967871,0.392270677277827,0.198930632818155,0.583919013065991,Likely positive association
Cape South Coast,fixed_improvements,Fixed Improvements,Fixed repairs,organic_material,Organic Material,Organic fertilizer cost,6,2013,2018,0.394305312886556,0.39353298585217,0.205616103914847,0.58889600108015,Likely positive association
